roll_no,Age,Gender,branch,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2857,21,Male,"Computer Science",1,8,0,0,1
2858,23,Female,"Computer Science",1,8,0,1,1
2859,20,Male,Civil,0,9,0,1,1
2860,21,Male,"Electronics And Communication",2,7,0,0,1
2861,22,Male,"Information Technology",0,7,0,0,0
2862,21,Male,"Electronics And Communication",0,8,0,1,1
2863,22,Male,"Computer Science",0,8,0,0,1
2864,22,Male,Electrical,1,6,0,1,0
2865,23,Male,"Computer Science",0,6,0,1,0
2866,21,Male,"Electronics And Communication",1,9,0,0,1
2867,23,Male,"Information Technology",0,7,0,0,0
2868,21,Female,"Information Technology",0,6,0,0,0
2869,20,Male,"Electronics And Communication",1,8,1,1,1
2870,23,Male,Mechanical,1,7,1,0,0
2871,23,Male,"Information Technology",0,7,0,0,0
2872,23,Male,"Information Technology",0,7,0,0,0
2873,22,Male,"Computer Science",1,8,0,0,1
2874,23,Male,Mechanical,1,7,1,0,0
2875,21,Male,"Information Technology",0,8,0,0,1
2876,22,Male,"Information Technology",1,7,0,0,0
2877,21,Male,Mechanical,0,7,1,0,0
2878,22,Male,"Computer Science",1,7,0,0,0
2879,23,Male,"Information Technology",0,6,0,1,0
2880,20,Male,"Computer Science",1,7,0,0,0
2881,23,Male,Civil,0,8,0,0,1
2882,23,Male,Civil,0,8,1,1,1
2883,20,Male,"Electronics And Communication",1,8,0,1,1
2884,22,Male,Mechanical,1,8,1,0,1
2885,21,Male,"Information Technology",0,8,0,0,1
2886,23,Male,"Information Technology",1,6,0,0,0
2887,23,Male,"Information Technology",1,7,0,0,0
2888,22,Male,Mechanical,0,8,1,0,1
2889,21,Male,"Computer Science",0,7,0,0,0
2890,21,Male,Civil,0,6,0,0,0
2891,20,Male,Mechanical,0,7,1,0,0
2892,21,Male,"Computer Science",1,6,0,0,0
2893,21,Male,"Computer Science",2,7,0,1,0
2894,22,Male,"Computer Science",0,7,0,1,0
2895,20,Male,"Information Technology",0,9,0,0,1
2896,21,Male,"Electronics And Communication",0,7,0,0,1
2897,20,Female,"Computer Science",0,8,1,0,1
2898,23,Female,"Computer Science",0,7,1,1,0
2899,23,Male,"Electronics And Communication",0,8,0,0,1
2900,22,Male,Electrical,2,8,0,1,1
2901,23,Male,"Information Technology",1,8,1,0,1
2902,21,Male,"Electronics And Communication",0,8,0,0,1
2903,22,Male,"Electronics And Communication",2,7,0,0,0
2904,21,Male,Mechanical,1,7,1,0,0
2905,21,Male,"Electronics And Communication",0,7,0,0,1
2906,23,Male,"Information Technology",1,8,0,0,1
2907,21,Male,Electrical,1,7,0,0,1
2908,21,Male,"Information Technology",1,7,1,0,0
2909,22,Male,"Information Technology",0,9,0,0,1
2910,23,Male,"Information Technology",1,6,1,0,0
2911,22,Female,Mechanical,1,7,1,0,0
2912,21,Male,Mechanical,3,6,1,0,1
2913,22,Male,Civil,0,7,0,0,0
2914,23,Male,"Information Technology",1,8,0,0,1
2915,21,Female,"Electronics And Communication",1,8,0,0,1
2916,22,Male,Electrical,0,6,0,0,0
2917,22,Female,"Information Technology",0,9,0,0,1
2918,23,Male,Mechanical,0,7,1,0,0
2919,22,Male,Mechanical,0,9,1,0,1
2920,21,Male,"Information Technology",0,8,0,0,1
2921,21,Male,Electrical,0,8,0,0,1
2922,22,Male,Mechanical,0,8,1,0,1
2923,21,Female,"Computer Science",1,8,1,0,1
2924,21,Male,"Computer Science",0,9,0,0,1
2925,21,Male,Civil,0,8,0,0,1
2926,21,Male,"Information Technology",1,7,1,0,0
2927,22,Male,"Electronics And Communication",0,8,0,0,1
2928,21,Male,Electrical,2,8,0,1,1
2929,23,Male,"Information Technology",0,6,0,0,0
2930,21,Male,"Computer Science",1,9,0,0,1
2931,22,Male,Electrical,1,9,0,0,1
2932,22,Male,"Information Technology",0,7,0,0,1
2933,22,Female,"Information Technology",1,9,1,0,1
2934,23,Male,"Computer Science",0,8,0,0,1
2935,21,Male,Mechanical,1,8,1,0,1
2936,22,Male,Electrical,1,6,0,1,0
2937,22,Female,"Computer Science",0,8,1,0,1
2938,21,Male,Mechanical,1,7,1,0,0
2939,21,Male,Civil,0,7,0,0,0
2940,23,Male,"Computer Science",0,7,0,0,0
2941,21,Male,"Computer Science",0,7,0,1,0
2942,21,Male,"Information Technology",0,8,0,0,1
2943,22,Male,"Information Technology",0,7,0,1,0
2944,22,Female,"Computer Science",1,8,1,0,1
2945,21,Male,"Computer Science",0,9,0,0,1
2946,22,Female,"Computer Science",0,6,1,0,0
2947,21,Male,Mechanical,0,9,1,1,1
2948,23,Female,"Computer Science",0,6,1,0,0
2949,22,Male,Mechanical,2,9,0,0,1
2950,21,Male,"Computer Science",2,8,0,0,1
2951,21,Male,Civil,2,8,0,0,1
2952,21,Male,Mechanical,0,6,1,0,0
2953,21,Male,Electrical,0,8,0,0,1
2954,21,Male,"Computer Science",1,7,0,0,0
2955,21,Female,Electrical,1,8,1,1,1
2956,23,Male,"Computer Science",1,8,0,0,1
2957,22,Male,"Electronics And Communication",1,7,0,0,0
2958,23,Male,Electrical,1,8,0,0,1
2959,22,Female,"Electronics And Communication",1,8,1,1,1
2960,21,Male,"Electronics And Communication",0,8,0,0,1
2961,21,Male,"Computer Science",1,8,0,0,1
2962,23,Male,"Information Technology",0,6,0,0,0
2963,22,Male,"Computer Science",0,7,0,1,0
2964,23,Male,Mechanical,0,6,0,0,0
2965,22,Male,"Computer Science",0,9,0,0,1
2966,21,Male,Electrical,0,8,0,0,1
