"Movie Name","Release Period","Whether Remake","Whether Franchise",Genre,star_rating,"New Actor","New Director","New Music Director","Lead Star",Director,"Music Director","Number of Screens",Revenue(INR),Budget(INR)
"Khandala House",Holiday,No,No,horror,8.2,No,Yes,No,"Poonam Dasgupta","Ravi Basera","Usha Khanna",8,2500000,1800000
Nasha,Normal,No,No,drama,8.2,Yes,No,No,"Poonam Pandey","Amit Saxena","Sangeet - Siddharth",1100,80000000,43100000
"Bahubali - The Beginning",Normal,No,No,masala,8.2,Yes,Yes,No,Prabhas,"S.S. Rajamouli","M.M. Kreem",1600,1700000000,1682350000
"Tutak Tutak Tutiya",Holiday,No,No,comedy,8.2,No,Yes,No,"Prabhu Deva","A.L. Vijay","Sajid - Wajid",875,110000000,69405000
"ABCD - Any Body Can Dance",Normal,No,No,drama,8.2,No,No,No,"Prabhu Deva","Remo D'Souza","Sachin - Jigar",1000,270000000,577980000
"Last Benchers",Holiday,No,No,drama,8.1,Yes,Yes,Yes,"Prajakt Rebeloma","Prajakt Rebeloma","Bhupesh Sawai",15,4000000,275000
"Yeh Pal Ho Na Ho... Kal",Normal,No,No,drama,8.1,Yes,Yes,No,"Prakash Sagar","Ravi Pun","Nayab - Raja",30,15000000,1525000
"Qayamat Hi Qayamat",Normal,No,No,action,8.1,No,No,Yes,"Prakash Sagar","Vicky Ranawat","Manoj Tikaria",275,20000000,7800000
"Mr. Singh Mrs. Mehta",Holiday,No,No,drama,8.1,No,Yes,Yes,"Prashant Narayanan","Praveen Bhardwaj","Shujaat Hussain Khan",30,20000000,1300000
"Ekk Deewana Tha",Holiday,Yes,No,love_story,8.1,No,No,No,"Prateik Babbar","Gautham Menon","A.R. Rehman",600,140000000,85557500
Issaq,Normal,No,No,love_story,8.1,No,No,No,"Prateik Babbar","Manish Tiwary","Sachin Gupta",975,250000000,53700000
"My Friend Pinto",Normal,No,No,drama,8.1,Yes,Yes,No,"Prateik Babbar","Raghav Dar","Ajay - Atul",375,90000000,18100000
"Jalpari - The Desert Mermaid",Normal,No,No,drama,8.1,No,No,No,"Pravin Dabbas","Nila Madhab Panda","Piyush Mishra",40,35000000,875000
"With Luv... Tumhaara",Normal,No,No,love_story,8.1,No,Yes,Yes,"Preeti Jhangiani","Kamal Nathani","Sudeep Banerjee",20,22500000,625000
Videsh,Holiday,No,No,drama,8.1,No,No,Yes,"Preity Zinta","Deepa Mehta","Mychael Danna",110,100000000,8700000
"Ishkq In Paris",Holiday,No,No,love_story,8.1,No,No,No,"Preity Zinta","Prem Soni","Sajid - Wajid",400,210000000,28075000
"Needar - The Fearless",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Prince Amit","Sudeep D. Mukherjee","Raj Hans",10,5000000,475000
"Om Shanti - Fight For Peace",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Prithvi Soni","Dashrath Kacharawat","Darshan Kaher",2,1500000,72000
"Shahrukh Bola Kubsoorat Hai Tu",Holiday,No,No,comedy,8.1,Yes,Yes,Yes,"Pritika Chawla","Makarand Deshpande","Vasuda Sharma",90,35000000,600000
"Mere Gharib Nawaz",Holiday,No,No,drama,8.1,Yes,No,No,"Priya Singh","Dhirendra Agarwal","Ghulam Ali Chander",3,7500000,145000
"Sunsaan Mahal",Normal,No,No,horror,8.1,Yes,Yes,No,Priyanka,"Om Prakash Sharma","Saurabh Mukherjee",1,1500000,1300000
"What's Your Raashee",Holiday,No,No,rom__com,8.1,No,No,No,"Priyanka Chopra","Ashutosh Gowariker","Sohail Sen",725,320000000,174618750
"Pyaar Impossible!",Normal,No,No,rom__com,8.1,No,No,No,"Priyanka Chopra","Jugal Hansraj","Salim - Sulaiman",425,140000000,89545000
Fashion,Holiday,No,No,drama,8.1,No,No,No,"Priyanka Chopra","Madhur Bhandarkar","Salim - Sulaiman",750,200000000,392945000
"Mary Kom",Holiday,No,No,drama,8.1,No,Yes,Yes,"Priyanka Chopra","Omung Kumar","Shashi Suman",1900,380000000,861917500
"Jai Gangaajal",Holiday,No,Yes,drama,8.1,No,No,No,"Priyanka Chopra","Prakash Jha","Salim - Sulaiman",2500,330000000,495925000
"7 Khoon Maaf",Holiday,No,No,thriller,8.1,No,No,No,"Priyanka Chopra","Vishal Bhardwaj","Vishal Bhardwaj",975,250000000,300700000
"Koi Mere Dil Mein Hai",Normal,No,No,love_story,8.1,No,Yes,No,"Priyanshu Chatterjee","Deepak Ramsay","Nikhil - Vinay",50,35000000,4700000
Utthaan,Normal,No,No,drama,8.1,No,No,Yes,"Priyanshu Chatterjee","Ujjwal Chatterjee","Kumar Sanu",25,30000000,1200000
"Sanam Re",Holiday,No,No,love_story,8.1,No,No,No,"Pulkit Samrat","Divya Khosla","Amal Malik",2000,270000000,314550000
Fukrey,Normal,No,No,comedy,8.1,No,No,No,"Pulkit Samrat","Mrighdeep Singh Lamba","Ram Sampath",1000,190000000,490175000
"Fukrey Returns",Normal,No,Yes,comedy,8.1,No,No,Yes,"Pulkit Samrat","Mrighdeep Singh Lamba","Shree - Isshq",1500,290000000,1122805000
"Bittoo Boss",Holiday,No,No,love_story,8.1,Yes,Yes,No,"Pulkit Samrat","Supavitra Babul","Raghav Sachar",675,100000000,27200000
"O Teri",Holiday,No,No,comedy,8.1,No,Yes,Yes,"Pulkit Samrat","Umesh Bist","G.J. Singh",900,150000000,48200000
Junooniyat,Normal,No,No,love_story,8.1,No,No,No,"Pulkit Samrat","Vivek Agnihotri","Meet Bros",800,120000000,51300000
"Satya 2",Holiday,No,Yes,thriller,8.1,Yes,No,No,"Puneet Singh Ratn","Ram Gopal Verma","Nitin Raikwar",750,140000000,28400000
"Turning 30!!!",Holiday,No,No,drama,8.1,No,Yes,No,"Purab Kohli","Alankrita Shrivastava","Siddharth - Suhas",175,70000000,16300000
Jal,Normal,No,No,drama,8.1,No,Yes,No,"Purab Kohli","Girish Malik","Bikram Ghosh",275,60000000,7000000
"Kaun Ho Sakta Hai?",Normal,No,No,suspense,8.1,No,Yes,No,"Purab Kohli","Harsh Kohli","Bappi Lahiri",4,3000000,35000
"Hide & Seek",Normal,No,No,thriller,8.1,No,Yes,No,"Purab Kohli","Shawn Arranha","Chirantan Bhatt",275,40000000,6400000
Tahaan,Normal,No,No,drama,8.1,Yes,No,No,"Purav Bhandare","Santosh Sivan","Adnan Sami",100,30000000,4800000
"Meinu Ek Ladki Chaahiye",Normal,No,No,comedy,8.1,Yes,Yes,No,"Puru Chibber","Abhishek Bindal","Ravi Pawar",125,20000000,1550000
"Huff! It's Too Much",Holiday,No,No,rom__com,8.1,Yes,Yes,Yes,"Pushkar Jog","Pushkar Jog","Saii - Piiyush",25,35000000,400000
"Tanu Weds Manu",Holiday,No,No,love_story,8.1,No,No,Yes,"R. Madhavan","Anand L. Rai",Krsna,850,210000000,564135000
"Jodi Breakers",Normal,No,No,comedy,8.1,No,No,No,"R. Madhavan","Ashwini Chaudhary","Salim - Sulaiman",1000,210000000,146467500
"Ramji Londonwaley",Normal,Yes,No,comedy,8.1,No,Yes,No,"R. Madhavan","Sanjay Dayma","Vishal Bhardwaj",115,40000000,29525000
"Sachin - A Billion Dreams",Normal,No,No,documentary,8.1,Yes,Yes,No,"Sachin Tendulkar","James Erskine","A.R. Rehman",1950,390000000,649515000
13B,Holiday,Yes,No,horror,8.1,No,Yes,Yes,"R. Madhavan","Vikram K. Kumar","Tubby Parik",550,120000000,100960000
"Julie 2",Holiday,No,Yes,thriller,8.1,Yes,No,Yes,"Raai Laxmi","Deepak Shivdasani","Atif Ali",1000,85000000,33100000
Parched,Normal,No,No,drama,8.1,No,No,No,"Radhika Apte","Leena Yadav","Hitesh Sonik",275,240000000,120300000
Phobia,Normal,No,No,horror,8.1,No,No,No,"Radhika Apte","Pawan Kirpalani","Daniel B. George",625,85000000,52900000
"Mumbhai Connection",Normal,No,No,drama,8.1,Yes,Yes,Yes,"Rafiq Batcha","Atlanta Nagendra","Praveen Duth Stephen",2,20000000,32500
"Le Gaya Saddam",Holiday,No,No,drama,8.1,No,Yes,No,"Raghuvir Yadav","Amjad Khan","Jaideep Choudhury",30,15000000,700000
"Azaan - The Awakening Call",Holiday,No,No,drama,8.1,No,Yes,No,"Raghuvir Yadav","Chandramohan Nillay","Ravindra Jain",10,4500000,175000
"Chal Pichchur Banate Hain",Normal,No,No,drama,8.1,No,Yes,Yes,"Rahil Tandon","Pritish Chakraborty","Gaurav Dagaonkar",90,35000000,2000000
"Mumbai Aadhi Raat Mein",Normal,No,No,adult,8.1,No,Yes,No,Rahul,"Kaushal Singh","S. Prabhath",2,2500000,72500
"Yeh Hai U Turn",Normal,No,No,adult,8.1,No,Yes,Yes,Rahul,"Vikrant Bhatt","Manoj Santoshi",2,1500000,650000
Mastram,Holiday,No,No,drama,8.1,Yes,Yes,No,"Rahul Bagga","Akhilesh Jaiswal","Honey Singh",800,60000000,47100000
"The Japanese Wife",Normal,No,No,drama,8.1,No,No,No,"Rahul Bose","Aparna Sen","Sagar Desai",30,15000000,5000000
"Kucch Luv Jaisa",Normal,No,No,drama,8.1,No,Yes,No,"Rahul Bose","Barnali Ray Shukla",Pritam,400,100000000,37500000
"Chain Kulii Ki Main Kulii",Normal,No,No,comedy,8.1,No,Yes,No,"Rahul Bose","Kittu Saluja","Salim - Sulaiman",130,40000000,15600000
"Pyaar Ke Side Effects",Normal,No,No,comedy,8.1,No,Yes,No,"Rahul Bose","Saket Chaudhary",Pritam,225,65000000,121890000
Shaurya,Normal,Yes,No,drama,8.1,No,No,No,"Rahul Bose","Samar Khan","Adnan Sami",175,45000000,32400000
"White Noise",Holiday,No,No,drama,8.1,No,Yes,No,"Rahul Bose","Vinta Nanda","Ashutosh Phatak",8,10000000,2450000
